id,name,absolute_magnitude,is_potentially_hazardous_asteroid,diameter_km_min,diameter_km_max,close_approach_date,rel_km_s,miss_km
2016960,16960 (1998 QS52),14.32,True,3.6354232184,8.1290534434,1902-10-08,8.17992349,248012802.90291208
2017274,17274 (2000 LC16),16.87,False,1.1234531767,2.5121176727,1908-03-03,4.166052576,211728115.2283267
2018106,18106 Blume (2000 NX3),17.78,False,0.7388477866,1.6521138758,1933-08-10,1.4892474318,297334597.68646187
2018882,18882 (1999 YN4),16.14,False,1.5723708236,3.5159280475,,,
2019356,19356 (1997 GH3),17.0,False,1.0581688593,2.3661375011,2001-02-14,8.0929504879,21794151.71850894
2020826,20826 (2000 UV13),13.85,False,4.5139316282,10.0934579665,1915-11-05,8.7345341547,186440801.7686907
2022771,22771 (1999 CU3),16.96,False,1.0778416872,2.4101272816,1908-09-22,17.5932837466,13303041.527824735
2016636,16636 (1993 QP),18.78,False,0.4661814374,1.0424133839,1972-09-24,3.7117652555,73207578.51744515
2016834,16834 (1997 WU22),15.75,False,1.8817198949,4.2076535996,1913-06-02,13.3443189052,28767353.70230921
2018109,18109 (2000 NG11),17.19,False,0.9695159909,2.167903661,1920-10-06,2.152133364,28809322.995783247
2019764,19764 (2000 NF5),16.11,False,1.5942446807,3.5648394788,2001-12-06,0.8431101671,296722733.3624505
2020255,20255 (1998 FX2),18.45,False,0.5426939457,1.2135005535,1916-03-05,16.2280682405,61214850.62587126
2020429,20429 (1998 YN1),17.73,False,0.7560577624,1.6905965516,1900-05-12,10.0485040104,23764985.36872313
2021374,21374 (1997 WS22),17.45,False,0.8601119401,1.9232687664,1900-08-06,9.2933761828,13420538.836478004
2022099,22099 (2000 EX106),18.09,False,0.6405528629,1.4323197447,1903-01-22,8.1739295724,19308655.12487356
2016816,16816 (1997 UF9),16.24,False,1.5016024791,3.3576852183,1906-07-19,22.1584171256,20930784.846713785
2017188,17188 (1999 WC2),16.4,False,1.3949382293,3.1191767052,1914-06-10,18.8317113876,25910753.9660237
2018172,18172 (2000 QL7),15.69,False,1.9344387205,4.3255364773,1913-11-01,5.5925507559,72586693.65130982
2020086,20086 (1994 LW),16.68,False,1.2261821132,2.7418265579,1906-09-01,7.6035228738,158928761.22293857
2020425,20425 (1998 VD35),20.51,True,0.2101623793,0.4699373665,1901-05-14,14.4362763022,11271381.323829396
2020460,20460 Robwhiteley (1999 LO28),15.41,False,2.2006702711,4.9208483223,2007-02-28,18.6129787072,12646805.877179908
2021088,21088 Chelyabinsk (1992 BL2),14.36,False,3.5690692667,7.9806814968,2142-08-29,18.4650777865,14756412.73487749
2024445,24445 (2000 PM8),14.71,False,3.0377706139,6.7926615927,2059-10-13,18.2965974742,27118250.197966304
2025330,25330 (1999 KV4),16.74,False,1.1927652464,2.6671041722,1915-04-04,9.2819029672,29020105.54190539
2026379,26379 (1999 HZ1),18.2,False,0.6089126221,1.3615700154,1915-08-10,14.0315372286,16642486.027124122
2029075,29075 (1950 DA),17.28,True,0.930154254,2.0798881414,1919-03-02,15.6996885239,12513834.045175541
2031210,31210 (1998 BX7),16.4,False,1.3949382293,3.1191767052,1911-10-08,2.0975424615,240426215.9626715
2031346,31346 (1998 PB1),17.16,False,0.9830033019,2.1980622051,1998-07-19,6.1126813792,26580545.20326177
2031662,31662 (1999 HP11),19.54,False,0.3285148278,0.7345814866,1900-11-15,26.5003798622,50886203.229395345
2032906,32906 (1994 RH),16.04,False,1.6464743776,3.6816286314,1920-12-21,5.7766358952,68783409.39216007
2035107,35107 (1991 VH),16.87,True,1.1234531767,2.5121176727,1905-07-30,9.0199096829,15268885.296205714
2035396,35396 (1997 XF11),17.01,True,1.0533070151,2.3552660868,1907-05-19,9.1731690842,14803973.054265548
2035670,35670 (1998 SU27),19.57,False,0.3240074354,0.7245026508,1903-01-07,11.1457678595,13939008.537057938
2036236,36236 (1999 VV),15.95,False,1.7161489408,3.8374256911,,,
2026310,26310 (1998 TX6),19.28,False,0.3703010782,0.828018383,1904-08-25,12.045313302,54513092.451287724
2026760,26760 (2001 KP41),15.5,False,2.1113244479,4.7210649881,1907-12-01,6.315473583,251936308.82744524
2027002,27002 (1998 DV9),18.31,True,0.5788352575,1.2943149835,1904-02-04,7.5877219159,2265439.652763656
2027031,27031 (1998 RO4),17.89,False,0.7023522477,1.57050737,1983-01-26,7.4645637818,10855105.53355513
2035432,35432 (1998 BG9),19.39,False,0.3520099801,0.7871182442,1986-01-14,11.4325078115,69157190.26188427
2036284,36284 (2000 DM8),15.04,False,2.6094860325,5.8349881551,1908-07-29,33.74361406,2649242.308195957
2023548,23548 (1994 EF2),17.28,False,0.930154254,2.0798881414,1935-03-01,21.6800900483,73587789.028823
2023606,23606 (1996 AS1),18.39,False,0.5578982211,1.2474983468,1904-06-30,12.6605808439,54342076.98335514
2024443,24443 (2000 OG),16.42,False,1.3821493588,3.0905799213,1920-02-12,24.0371282463,10419707.978979807
2025916,25916 (2001 CP44),13.77,False,4.6833323314,10.4722494541,1918-06-10,4.2263209587,276193888.58148545
2026663,26663 (2000 XK47),18.16,True,0.620233153,1.3868834919,1924-02-03,11.4818226862,20007735.470848303
2027346,27346 (2000 DN8),15.88,False,1.7723723926,3.9631451512,1914-08-25,20.0885662711,67907833.53899848
2031345,31345 (1998 PG),17.61,False,0.7990150812,1.7866520367,,,
2031669,31669 (1999 JT6),16.09,True,1.6089960451,3.5978245324,1921-03-02,12.4363463011,26204052.183993623
2033342,33342 (1998 WT24),18.02,True,0.6615382752,1.4792445531,1905-07-17,25.3893164003,9529364.8712769
2034613,34613 (2000 UR13),16.1,False,1.6016033798,3.5812940302,1937-08-24,9.0484507926,4404233.189536322
2036017,36017 (1999 ND43),19.29,False,0.3685996993,0.8242139842,1905-09-13,7.4632840743,20035522.676809326
2023187,23187 (2000 PN9),16.05,True,1.6389095149,3.6647130844,1996-02-27,29.2562819156,21810885.362252466
2023714,23714 (1998 EC3),16.85,False,1.133848361,2.5353620113,1911-05-08,10.01595801,27986565.498024896
2024475,24475 (2000 VN2),16.41,False,1.3885290704,3.1048453901,1900-12-22,8.5980520646,26833227.464888614
2024761,24761 Ahau (1993 BW2),17.37,False,0.8923905787,1.9954459964,1901-08-04,11.4062798444,50411396.58433338
2025143,25143 Itokawa (1998 SF36),19.26,True,0.3737274319,0.8356799428,1902-04-14,5.2717680813,5987213.148797547
2026166,26166 (1995 QN3),16.79,False,1.1656145947,2.6063934693,,,
2026817,26817 (1987 QB),19.49,False,0.3361669212,0.7516920875,1919-09-03,8.0198943313,279960546.15085226
2030825,30825 (1990 TG1),14.72,False,3.0238133257,6.7614521476,1917-04-30,7.553575233,231791129.16163084
2030997,30997 (1995 UO5),17.27,False,0.9344476509,2.0894884689,,,
2031221,31221 (1998 BP26),17.23,False,0.9518203298,2.1283349598,,,
2036183,36183 (1999 TX16),16.3,False,1.4606796427,3.2661789745,1910-11-14,21.4027557294,20535816.340902768
2038091,38091 (1999 JT3),16.3,False,1.4606796427,3.2661789745,,,
2053110,53110 (1999 AR7),16.72,False,1.2038017674,2.6917825833,,,
2053430,53430 (1999 TY16),16.66,False,1.2375278366,2.7671963667,,,
2053789,53789 (2000 ED104),17.35,True,0.900647767,2.0139096308,1909-09-28,22.9491435167,21110266.686420724
2037336,37336 (2001 RM),15.78,False,1.85590173,4.1499224279,1913-10-25,20.6526921672,51471475.03603549
2037638,37638 (1993 VB),19.28,True,0.3703010782,0.828018383,1906-12-03,9.6121381216,12516468.343987945
2039565,39565 (1992 SL),18.46,False,0.5402004935,1.207925025,1931-09-05,6.1867265879,23243075.41080617
2039572,39572 (1993 DQ1),16.56,True,1.2958507267,2.8976103136,1909-07-16,8.3452143134,12551178.490578955
2040263,40263 (1999 FQ5),17.75,False,0.7491261831,1.6750970692,2004-09-20,10.2259341747,10054612.881266108
2041440,41440 (2000 HZ23),19.88,False,0.2809020939,0.6281161771,1905-04-28,7.1375527973,69148730.90625001
2048603,48603 (1995 BC2),17.82,False,0.7253622947,1.6219593992,1901-10-09,13.0304946636,55861580.89087922
2052340,52340 (1992 SY),18.09,False,0.6405528629,1.4323197447,1901-02-19,9.1231292263,15306162.302889332
2052750,52750 (1998 KK17),16.67,False,1.2318419127,2.7544822542,1901-01-29,15.5581045174,45153199.18296523
2052760,52760 (1998 ML14),17.52,True,0.8328273455,1.8622585581,1904-09-17,10.2062856354,13958599.126123788
2052762,52762 (1998 MT24),14.81,False,2.9010484143,6.4869414603,2028-02-09,22.0598053386,24429190.112862647
2052768,52768 (1998 OR2),16.02,True,1.6617090174,3.7156943217,1904-06-30,3.8832323235,184008866.79251587
2053426,53426 (1999 SL5),17.19,True,0.9695159909,2.167903661,1951-09-19,20.806984947,73978660.34817046
2053429,53429 (1999 TF5),18.94,False,0.4330668855,0.9683669947,1979-03-31,24.7876879607,17139635.66758271
2053550,53550 (2000 BF19),19.06,True,0.4097839804,0.9163048363,1905-09-09,16.0942955166,27835110.460227568
2054401,54401 (2000 LM),17.23,False,0.9518203298,2.1283349598,1924-03-20,9.6914781949,11073826.34105095
2054509,54509 YORP (2000 PH5),22.66,False,0.0780827277,0.1745982871,1900-12-14,14.9504848724,39081284.991755575
2037655,37655 Illapa (1994 PM),17.85,True,0.7154099509,1.599705282,1903-01-24,33.734189481,15910810.594123786
2038086,38086 Beowulf (1999 JB),17.35,False,0.900647767,2.0139096308,1904-12-05,21.2666972855,61449393.20329403
2040267,40267 (1999 GJ4),15.54,False,2.0727884338,4.6348958409,1941-02-08,34.1157232937,29728121.174178004
2040329,40329 (1999 ML),17.71,False,0.7630534787,1.7062394488,1900-08-30,2.7571939055,58418670.52220072
2052381,52381 (1993 HA),20.05,False,0.2597496533,0.580817882,1908-11-03,3.6392019115,25403645.99927346
2052689,52689 (1998 FF2),19.13,False,0.3967847541,0.8872376825,1926-08-16,6.7294637782,13026588.059936384
2052761,52761 (1998 MN14),17.96,False,0.6800721287,1.5206875095,1903-06-07,10.0773277131,29095801.854688372
2053319,53319 (1999 JM8),15.35,True,2.2623249055,5.058712276,1907-11-18,8.1485075698,274440099.13559884
2053409,53409 (1999 LU7),18.73,False,0.477040198,1.0666943108,1923-06-09,12.7691094848,16076193.148738755
2053435,53435 Leonard (1999 VM40),14.73,False,3.0099201655,6.7303860969,1994-06-16,3.2014202376,298796183.05823994
2038071,38071 (1999 GU3),19.57,True,0.3240074354,0.7245026508,1904-06-26,3.5483468157,272449444.5006392
2038239,38239 (1999 OR3),18.33,False,0.573528464,1.2824486324,1905-03-20,3.4425129287,268927065.41287374
2039796,39796 (1997 TD),15.68,False,1.9433676839,4.3455022465,,,
2041429,41429 (2000 GE2),20.66,True,0.1961349444,0.4385710684,1921-12-26,14.3123435591,12728919.699229296
2042286,42286 (2001 TN41),16.63,False,1.2547435637,2.8056919027,1909-02-04,16.7244417007,70989834.12134828
2052387,52387 Huitzilopochtli (1993 OM7),17.75,False,0.7491261831,1.6750970692,1942-01-18,13.0838250676,9311030.534918437
2054071,54071 (2000 GQ146),17.43,False,0.8680704579,1.9410645532,1908-04-21,12.1225019783,21956937.04466369
2065717,65717 (1993 BX3),20.87,True,0.1780553292,0.3981438198,1903-12-07,5.9506765638,14795990.766238727
2065996,65996 (1998 MX5),18.49,False,0.5327886649,1.1913516723,1920-03-13,6.0654869054,214521447.46726567
2066391,66391 Moshup (1999 KW4),16.64,True,1.2489785407,2.7928009194,1912-05-30,19.6675471114,24380872.499137077
2066400,66400 (1999 LT7),19.27,False,0.3720103103,0.8318403423,1900-04-08,15.7714902857,20974469.84823928
2054686,54686 (2001 DU8),16.61,False,1.2663535629,2.8316526503,1963-04-16,15.9824989722,8718322.008723572
2054690,54690 (2001 EB),17.5,False,0.8405334021,1.8794898244,,,
2054789,54789 (2001 MZ7),15.08,False,2.5618575448,5.7284876188,,,
2055408,55408 (2001 TC2),18.87,False,0.4472547654,1.0000920588,1911-09-02,13.946911577,9858874.18118712
2065679,65679 (1989 UQ),19.62,True,0.3166321257,0.708010957,1900-11-17,9.528798777,10585375.14354245
2065803,65803 Didymos (1996 GT),18.11,True,0.634680239,1.4191881584,1901-02-04,8.9783810123,7802131.096806111
2066253,66253 (1999 GT3),18.4,False,0.5553349116,1.2417666126,1900-06-27,36.4755875123,51661380.72068595
2055532,55532 (2001 WG2),16.13,False,1.5796285576,3.532156834,1915-11-12,30.0419209865,13727897.518892638
2065674,65674 (1988 SM),18.27,False,0.5895966084,1.3183780956,1900-08-26,5.9504640841,28765999.198314868
2066272,66272 (1999 JW6),17.22,False,0.9562137328,2.1381589077,1997-08-09,20.6940983354,7630653.521053095
2054660,54660 (2000 UJ1),17.92,False,0.6927156136,1.5489592011,1939-11-10,25.9003789546,27235889.026204593
2065690,65690 (1991 DG),19.06,True,0.4097839804,0.9163048363,1904-05-01,7.8108505018,25788000.685805846
2065706,65706 (1992 NA),16.57,False,1.2898968334,2.8842970035,1903-09-10,8.6145263874,10263506.021249935
2065733,65733 (1993 PC),18.37,False,0.5630603897,1.2590413069,1901-05-26,11.7827580784,16953928.013319977
2065909,65909 (1998 FH12),19.31,True,0.365220357,0.8166575449,1908-06-21,21.1930308469,21674501.00835617
2066008,66008 (1998 QH2),15.93,False,1.7320282714,3.8729329538,1916-03-07,34.164896709,11652389.057216274
2066063,66063 (1998 RO1),18.15,False,0.6230960191,1.3932850552,1900-06-26,19.2133347063,60336449.28781941
2066146,66146 (1998 TU3),14.36,False,3.5690692667,7.9806814968,1900-10-10,24.5642732855,14347367.398614787
2066251,66251 (1999 GJ2),17.0,False,1.0581688593,2.3661375011,,,
2066407,66407 (1999 LQ28),18.84,False,0.453476699,1.0140047252,1923-12-25,11.4214545775,24646218.729092177
2067367,67367 (2000 LY27),17.08,True,1.0198938585,2.2805519975,1901-04-21,6.9799759257,69434088.48424013
2067399,67399 (2000 PJ6),18.41,False,0.5527833794,1.2360612132,1911-06-08,11.7364516433,7761285.717169596
2068031,68031 (2000 YK29),18.13,False,0.6288614556,1.4061769631,,,
2068267,68267 (2001 EA16),16.99,False,1.0630531449,2.3770590956,1912-10-04,24.1700405789,11176669.820267946
2068278,68278 (2001 FC7),18.47,False,0.5377184977,1.2023751136,1963-01-31,0.7854187445,9932744.741725473
2068350,68350 (2001 MK3),16.13,False,1.5796285576,3.532156834,,,
2068359,68359 (2001 OZ13),18.07,False,0.6464798256,1.4455728362,,,
2085275,85275 (1994 LY),16.49,False,1.3383046182,2.9925401008,2007-08-29,10.9620748638,22679138.279999267
2085640,85640 (1998 OX4),21.14,True,0.1572370824,0.3515928047,1934-08-04,6.3605213925,17235782.712304678
2085709,85709 (1998 SG36),15.92,False,1.7400229507,3.8908096001,,,
2085713,85713 (1998 SS49),15.77,True,1.8644681832,4.1690775995,1902-11-26,17.8811499557,9872429.528423771
2068063,68063 (2000 YJ66),15.57,False,2.0443487103,4.5713026859,2007-04-19,8.2141044555,10503401.105742786
2068216,68216 (2001 CV26),16.57,True,1.2898968334,2.8842970035,1915-10-03,13.4735400836,11641190.444904028
2068347,68347 (2001 KB67),19.92,True,0.2757750529,0.6166517648,1900-01-05,15.9034657895,59917633.250913605
2068372,68372 (2001 PM9),18.95,True,0.4310771239,0.9639177525,1900-06-21,13.5784416665,24197574.776801325
2068950,68950 (2002 QF15),16.39,True,1.4013769717,3.1335741707,1906-05-12,13.2931500304,28346813.071238477
2069230,69230 Hermes (1937 UB),17.68,True,0.77366861,1.729975604,1900-05-08,20.534881008,14778651.430639146
2085184,85184 (1991 JG1),18.41,False,0.5527833794,1.2360612132,1933-05-06,17.9602379356,26673191.20903213
2066959,66959 (1999 XO35),16.94,False,1.0878148336,2.4324279148,1902-08-24,14.9790008222,74115986.85449223
2067381,67381 (2000 OL8),19.8,True,0.2914439045,0.6516883822,1900-02-16,12.8124240915,47308824.45480477
2068346,68346 (2001 KZ66),16.92,True,1.0978802603,2.4549348932,1903-11-07,13.4109408579,5545766.080756229
2068348,68348 (2001 LO7),14.27,False,3.7201031034,8.3184034225,1904-04-02,38.2167758341,10239687.42238321
2068548,68548 (2001 XR31),16.56,True,1.2958507267,2.8976103136,1916-07-16,15.736091883,13312109.671990952
2085182,85182 (1991 AQ),17.13,True,0.99667824,2.2286402963,1905-05-01,16.6932749093,7664223.836593214
2085236,85236 (1993 KH),18.75,True,0.4726666672,1.0569147985,1904-06-08,15.2553447242,33569316.76489973
2085490,85490 (1997 SE5),14.8,False,2.9144390453,6.5168838217,1909-02-11,6.0569184042,85423585.07465927
2085585,85585 Mjolnir (1998 FG2),21.64,True,0.1248978541,0.2792800919,1918-03-24,18.5734747752,47558977.10620864
2085770,85770 (1998 UP1),20.72,False,0.1907897226,0.4266187892,1902-03-13,24.4838867781,15832465.366816502
2085628,85628 (1998 KV2),17.28,False,0.930154254,2.0798881414,2029-12-15,10.0955097091,28589047.223147284
2085867,85867 (1999 BY9),18.3,False,0.5815070396,1.30028927,2007-01-04,7.6290509662,12598864.352499517
2086324,86324 (1999 WA2),15.83,False,1.813656249,4.0554586606,2184-01-14,17.2931444023,11459548.711150028
2086450,86450 (2000 CK33),18.44,False,0.5451989071,1.2191018176,1900-01-05,16.80686838,22468547.548266042
2085774,85774 (1998 UT18),19.09,True,0.4041615334,0.9037326626,1902-01-12,8.2470713453,32572093.249538306
2085938,85938 (1999 DJ4),18.73,True,0.477040198,1.0666943108,1931-02-20,23.36149892,72830834.18871517
2085953,85953 (1999 FK21),18.09,False,0.6405528629,1.4323197447,1901-02-15,20.5721149912,19389323.113428973
2086666,86666 (2000 FL10),16.88,False,1.1182913782,2.5005755404,1969-10-09,16.3488506018,24662882.31615318
2086667,86667 (2000 FO10),17.54,False,0.8251919385,1.845185269,1902-04-03,14.5042000038,54867303.63076851
2086829,86829 (2000 GR146),15.81,False,1.8304378037,4.0929833576,1904-07-04,14.0004625866,16223831.70551579
2086878,86878 (2000 HD24),17.65,False,0.7844314124,1.7540419619,1906-10-26,21.6946528836,17624857.55571067
2088188,88188 (2000 XH44),16.08,False,1.6164228334,3.6144313359,,,
2085804,85804 (1998 WQ5),15.35,False,2.2623249055,5.058712276,,,
2085818,85818 (1998 XM4),15.42,False,2.1905591097,4.898239078,1914-05-15,32.7952993457,14838920.717394756
2086039,86039 (1999 NC43),15.95,True,1.7161489408,3.8374256911,1937-02-05,10.5881163135,9302988.691979568
2086067,86067 (1999 RM28),16.45,False,1.3631855586,3.0481755751,,,
2086819,86819 (2000 GK137),17.48,True,0.8483107619,1.8968805296,1921-08-30,9.6432343928,4526817.663517664
2087309,87309 (2000 QP),17.59,False,0.8064082768,1.8031837245,,,
2087311,87311 (2000 QJ1),16.51,False,1.3260349677,2.9651043282,1905-11-24,10.3818331016,13174563.840231974
2087684,87684 (2000 SY2),15.96,True,1.7082639526,3.8197943216,1910-07-29,37.6435465534,5911542.910923306
2085839,85839 (1998 YO4),16.58,False,1.2839702958,2.8710448625,,,
2085989,85989 (1999 JD6),17.07,True,1.0246014747,2.2910785472,1903-07-24,20.3382280467,7772475.009534542
2085990,85990 (1999 JV6),20.27,True,0.2347226375,0.5248557734,1907-06-14,6.9049140031,5090804.520656555
2086326,86326 (1999 WK13),17.35,False,0.900647767,2.0139096308,,,
2087024,87024 (2000 JS66),18.73,False,0.477040198,1.0666943108,1915-05-24,9.1865921448,14401875.162763938
2087025,87025 (2000 JT66),18.11,False,0.634680239,1.4191881584,1925-06-12,19.1014164602,16687256.600553056
2088213,88213 (2001 AF2),19.48,False,0.3377185972,0.7551617405,1902-12-25,30.4889549951,58264250.58925807
2088254,88254 (2001 FM129),17.77,True,0.742258153,1.659739687,1900-09-28,20.6448873546,74168761.61707616
2088264,88264 (2001 KN20),17.01,False,1.0533070151,2.3552660868,1916-07-15,8.4071929474,29810303.467172492
2089959,89959 (2002 NT7),16.55,True,1.3018321019,2.9109850751,,,
2096189,96189 Pygmalion (1991 NT3),16.48,False,1.3444819516,3.0063530383,1930-01-26,11.0571097562,4777887.095548249
2096744,96744 (1999 OW3),14.79,False,2.9278914848,6.5469643907,1932-07-08,42.501836577,13794615.805266293
2098943,98943 Torifune (2001 CC21),18.7,False,0.4836764882,1.0815335068,1901-09-13,1.9999460802,12513115.197490618
2089355,89355 (2001 VS78),15.79,False,1.8473746362,4.1308552663,2066-05-11,12.0636143309,10552091.053607002
2089958,89958 (2002 LY45),17.22,True,0.9562137328,2.1381589077,1910-03-06,40.2956796012,13394641.590167416
2090075,90075 (2002 VU94),15.38,True,2.2312846442,4.9893041415,1906-07-14,3.5538630335,276215778.789009
2096315,96315 (1997 AP10),17.04,False,1.038855101,2.3229506246,1907-10-19,17.5574225393,23892955.964415956
2099248,99248 (2001 KY66),16.54,True,1.3078410858,2.9244215717,1917-07-18,11.8869845877,6358273.626135154
2099799,99799 (2002 LJ3),18.52,False,0.5254785303,1.1750057146,1919-09-07,3.7726399191,28821723.866337538
2088263,88263 (2001 KQ1),15.69,False,1.9344387205,4.3255364773,1915-08-08,21.5333840571,9149725.135612236
2088710,88710 (2001 SL9),17.61,False,0.7990150812,1.7866520367,1907-02-21,14.9545366377,18719700.517869752
2088959,88959 (2001 TZ44),17.45,False,0.8601119401,1.9232687664,1900-05-12,35.8118050954,37058416.28058546
2089136,89136 (2001 US16),20.28,True,0.233644185,0.5224442801,1903-04-01,14.0839238282,49892993.4548056
2096536,96536 (1998 SO10),15.45,False,2.160503512,4.8310327184,1905-03-04,12.6769213654,246242343.8411703
2096590,96590 (1998 XB),16.28,False,1.474195145,3.2964005564,1904-02-15,11.4829393292,15731168.66973616
2096631,96631 (1999 FP59),18.17,False,0.6173834405,1.3805113411,1924-03-21,4.446445014,6484159.246394212
2099907,99907 (1989 VA),17.94,False,0.6863647587,1.5347582577,1902-11-21,17.5743781719,28703916.905053154
2089830,89830 (2002 CE),15.0,True,2.658,5.9434686842,1950-10-04,26.0145880239,27995694.393886115
2090147,90147 (2002 YK14),18.31,False,0.5788352575,1.2943149835,1900-07-13,13.9942902713,73788882.9736131
2090367,90367 (2003 LC5),17.92,False,0.6927156136,1.5489592011,1900-07-12,16.5000531305,24634321.10577257
2090373,90373 (2003 SZ219),18.8,False,0.4619074603,1.0328564805,1985-01-03,6.4930084166,12328894.366538243
2090403,90403 (2003 YE45),17.78,True,0.7388477866,1.6521138758,1912-07-18,14.1700307911,15626009.415491566
