id,name,absolute_magnitude,is_potentially_hazardous_asteroid,diameter_km_min,diameter_km_max,close_approach_date,rel_km_s,miss_km
2090416,90416 (2003 YK118),18.86,True,0.4493191996,1.004708274,1909-06-09,11.7702764237,19889162.97238377
2097725,97725 (2000 GB147),18.75,False,0.4726666672,1.0569147985,,,
2099935,99935 (2002 AV4),16.15,False,1.5651464359,3.4997738255,1918-07-15,18.2883174747,11144334.255627232
2103067,103067 (1999 XA143),16.8,True,1.1602590821,2.5944181791,,,
2136617,136617 (1994 CC),17.97,True,0.6769474811,1.513700585,1921-08-13,7.9224150739,10063643.64092461
2136770,136770 (1996 PC1),20.56,False,0.2053784995,0.459240286,1961-09-15,14.8689349125,67882148.33270884
2136795,136795 Tatsunokingo (1997 BQ),18.11,True,0.634680239,1.4191881584,1907-03-28,9.9480568539,23124751.349524345
2099942,99942 Apophis (2004 MN4),19.09,True,0.4041615334,0.9037326626,1905-12-26,14.1571758266,41319790.58025103
2100926,100926 (1998 MQ),16.63,False,1.2547435637,2.8056919027,1929-10-30,15.8391182852,23887511.155460075
2101869,101869 (1999 MM),19.48,True,0.3377185972,0.7551617405,1902-07-10,12.698975863,14311663.80248868
2102873,102873 (1999 WK11),17.63,False,0.7916896669,1.7702719124,1952-07-02,6.1233868561,22187561.743629873
2105141,105141 (2000 NF11),19.09,False,0.4041615334,0.9037326626,1973-06-27,8.1036739647,12820670.631023875
2111253,111253 (2001 XU10),15.25,True,2.3689449936,5.2971220406,1903-08-08,24.3059871032,16202723.326380493
2112221,112221 (2002 KH4),15.52,False,2.091967709,4.6777820041,1928-11-07,13.6497318646,296824621.50966966
2112985,112985 (2002 RS28),15.84,False,1.8053232555,4.0368255207,1966-04-21,23.6326257442,13049262.833489088
2115052,115052 (2003 RD6),17.46,False,0.8561600847,1.9144321491,,,
2136564,136564 (1977 VA),19.28,False,0.3703010782,0.828018383,1921-10-23,7.4340652624,48133870.88973285
2136582,136582 (1992 BA),19.87,False,0.2821986791,0.6310154296,2058-03-10,4.9778361754,11624952.000029776
2136773,136773 (1996 TR6),18.61,False,0.5041444339,1.1273012246,1987-12-11,9.4880943305,5614001.349370831
2101955,101955 Bennu (1999 RQ36),20.21,True,0.2412986969,0.5395602892,1900-06-15,6.4861433212,54606987.210318126
2108519,108519 (2001 LF),17.94,False,0.6863647587,1.5347582577,1938-06-14,8.7429847974,24174055.3736746
2136818,136818 Selqet (1997 MW1),18.98,False,0.425162524,0.9506923052,1900-08-26,17.4892991202,50708087.72687427
2100004,100004 (1983 VA),16.43,False,1.3757989593,3.0763799964,1901-04-26,9.8681792436,274316950.7973259
2100085,100085 (1992 UY4),17.89,True,0.7023522477,1.57050737,1906-10-07,11.0779822362,13893166.917678736
2100756,100756 (1998 FM5),16.34,False,1.4340192346,3.2065644897,1914-11-21,3.2532921791,272402648.53660816
2101873,101873 (1999 NC5),16.39,False,1.4013769717,3.1335741707,,,
2105140,105140 (2000 NL10),15.75,False,1.8817198949,4.2076535996,1913-08-27,56.6743718041,4923608.794977827
2106538,106538 (2000 WK63),16.29,False,1.4674218336,3.2812549716,1904-09-07,7.4348882223,141142610.25071108
2106589,106589 (2000 WN107),16.01,False,1.6693791177,3.7328451875,1913-04-08,14.3169537482,28884321.404583108
2108906,108906 (2001 PL9),17.9,False,0.6991252322,1.5632915441,1902-05-13,19.2541697685,58988364.25384415
2136618,136618 (1994 CN2),16.86,True,1.128638801,2.523713081,1929-11-02,8.7726812548,12929016.005743941
2136635,136635 (1994 VA1),19.12,False,0.3986162293,0.8913329856,,,
2136745,136745 (1995 WL8),17.88,False,0.7055941584,1.5777565026,,,
2136793,136793 (1997 AQ18),18.35,False,0.5682703234,1.2706910727,1900-12-14,17.6757700656,29781920.158578884
2136874,136874 (1998 FH74),15.75,False,1.8817198949,4.2076535996,1911-01-09,8.7019633111,213259195.61742288
2136897,136897 (1998 HJ41),18.56,False,0.5158874663,1.1535594433,,,
2136993,136993 (1998 ST49),17.85,False,0.7154099509,1.599705282,1984-09-23,26.4026876962,63709440.07724099
2137062,137062 (1998 WM),16.77,False,1.1763998937,2.6305101311,1911-05-07,15.0737427264,25204163.193623684
2137084,137084 (1998 XS16),16.48,False,1.3444819516,3.0063530383,1951-07-12,24.2820997462,22428046.153971802
2137108,137108 (1999 AN10),18.05,True,0.6524616298,1.4589485569,1911-07-21,20.0566492245,64353319.64693381
2137175,137175 (1999 JA11),18.33,False,0.573528464,1.2824486324,1902-09-02,9.7960635935,21916248.78767004
2137427,137427 (1999 TF211),15.28,True,2.3364418497,5.2244428015,1903-08-05,8.6529933107,199210175.4845688
2137802,137802 (1999 YT),16.93,False,1.0928359587,2.4436554919,1947-12-19,14.3392732259,9480817.22090663
2136849,136849 (1998 CS1),17.7,True,0.7665755735,1.7141150923,1900-03-07,17.8169023104,14456757.998692757
2136900,136900 (1998 HL49),17.39,False,0.8842090927,1.9771516375,1905-10-31,15.0336201044,41777200.219734535
2137078,137078 (1998 XZ4),16.34,False,1.4340192346,3.2065644897,1912-03-30,21.6300828629,11782619.702730121
2137120,137120 (1999 BJ8),18.29,True,0.5841911542,1.3062911326,1910-02-15,14.4279405097,7984596.830587858
2137158,137158 (1999 FB),17.92,False,0.6927156136,1.5489592011,1913-03-02,22.5499863605,19951927.35713375
2137170,137170 (1999 HF1),14.66,False,3.1085293813,6.9508830067,1912-04-09,23.1823499863,21840786.939628705
2137199,137199 (1999 KX4),16.95,False,1.0828167784,2.4212519237,1925-01-27,9.6367043744,28848366.78323114
2136839,136839 (1997 WT22),18.85,False,0.4513931628,1.0093457967,1922-01-10,8.9539084201,28365245.967267755
2136923,136923 (1998 JH2),16.31,False,1.4539684294,3.2511722452,1949-06-11,8.50578384,8467466.591405809
2137052,137052 Tjelvar (1998 VO33),17.04,False,1.038855101,2.3229506246,1902-07-17,47.4498101156,8413231.76857047
2137125,137125 (1999 CT3),18.81,False,0.4597851883,1.028110936,1909-07-16,15.3725302391,14692442.44169744
2137126,137126 (1999 CF9),18.06,True,0.6494638409,1.4522452972,1921-06-01,12.0779128464,13110691.787973152
2137799,137799 (1999 YB),18.79,False,0.4640395282,1.0376239294,1926-10-16,3.6012493757,8913570.341944486
2137032,137032 (1998 UO1),16.66,False,1.2375278366,2.7671963667,1916-01-07,35.6697027221,15154570.697196482
2137044,137044 (1998 UC50),16.81,False,1.1549281758,2.5824979103,1910-02-06,10.9644350675,13684203.481655795
2137064,137064 (1998 WP5),18.84,False,0.453476699,1.0140047252,1903-12-17,11.0216821486,61537135.824719615
2137099,137099 (1998 YW3),18.29,False,0.5841911542,1.3062911326,1900-04-30,21.2789450503,66014255.98375882
2137671,137671 (1999 XP35),18.73,False,0.477040198,1.0666943108,1901-12-16,11.0121838659,29405610.21718404
2138013,138013 (2000 CN101),14.72,False,3.0238133257,6.7614521476,1901-08-28,18.6096742695,22174147.437265057
2138127,138127 (2000 EE14),17.11,True,1.0059003902,2.249261651,1901-03-14,23.9884954141,67343428.15189868
2138155,138155 (2000 ES70),17.22,False,0.9562137328,2.1381589077,2177-10-19,13.2852775183,14762234.919420233
2138205,138205 (2000 EZ148),15.06,False,2.5855621208,5.7814926622,1919-09-09,5.3575863104,231486069.48432258
2137805,137805 (1999 YK5),16.72,False,1.2038017674,2.6917825833,1903-01-04,34.0677874978,7097849.666725289
2137924,137924 (2000 BD19),17.5,False,0.8405334021,1.8794898244,1901-02-14,29.2210748353,22091913.488126058
2138258,138258 (2000 GD2),18.98,False,0.425162524,0.9506923052,1901-03-17,24.8721244101,50048913.06151563
2138325,138325 (2000 GO82),16.68,False,1.2261821132,2.7418265579,1924-03-20,35.1901539699,11284414.185545286
2138359,138359 (2000 GX127),17.97,False,0.6769474811,1.513700585,1901-01-08,13.7872297786,48681729.19659279
2138524,138524 (2000 OJ8),16.86,True,1.128638801,2.523713081,1922-11-11,2.8108171976,294878853.3416089
2138846,138846 (2000 VJ61),16.09,False,1.6089960451,3.5978245324,1946-05-30,15.6368225891,29343127.52522327
2138847,138847 (2000 VE62),17.07,False,1.0246014747,2.2910785472,1915-04-21,11.8216444973,29384981.92753315
2138852,138852 (2000 WN10),20.3,False,0.2315021222,0.5176544822,1912-02-19,12.9217954122,6727531.972731806
2138859,138859 (2000 WN63),18.98,False,0.425162524,0.9506923052,1932-05-15,9.9223872964,9179523.894372424
2138883,138883 (2000 YL29),16.85,False,1.133848361,2.5353620113,1929-09-14,13.7226561643,21207417.443091676
2137911,137911 (2000 AB246),17.75,False,0.7491261831,1.6750970692,1921-02-16,1.2802848274,296773662.2369165
2138095,138095 (2000 DK79),15.98,True,1.6926024946,3.7847742368,1923-11-11,33.2151049535,25034661.44669848
2138727,138727 (2000 SU180),19.34,True,0.3602093458,0.8054525833,1901-10-25,3.6755396341,281316063.5510842
2138815,138815 (2000 TQ64),18.04,False,0.6554732558,1.4656827575,1900-05-17,3.8928059834,46217398.60719223
2138893,138893 (2000 YH66),18.2,False,0.6089126221,1.3615700154,1902-01-16,24.3945877828,25436356.486095965
2137925,137925 (2000 BJ19),16.07,False,1.6238839022,3.6311147929,1914-02-01,42.0443038698,12473003.610366238
2138175,138175 (2000 EE104),20.49,True,0.2121069879,0.4742856434,1908-04-03,15.6736872731,29913760.641731586
2138404,138404 (2000 HA24),19.39,True,0.3520099801,0.7871182442,1903-09-25,9.9343615694,6919727.028385808
2138877,138877 (2000 XG47),16.78,False,1.1709948272,2.6184240349,1954-05-03,18.9087873652,24324975.49436817
2138971,138971 (2001 CB21),18.52,True,0.5254785303,1.1750057146,1901-03-08,9.1385710616,12861409.721373754
2140158,140158 (2001 SX169),18.48,True,0.5352479056,1.1968507018,1900-07-06,13.3018598971,8272398.179543142
2141018,141018 (2001 WC47),19.04,False,0.4135756649,0.9247833005,1926-04-27,6.2218249219,25153457.788455896
2141056,141056 (2001 XV4),17.32,False,0.9131770255,2.0419259045,1941-06-01,16.7791774053,22720821.91634054
2141078,141078 (2001 XQ30),18.67,False,0.4904050984,1.0965791366,1908-03-23,8.5370862606,29443193.031833515
2141424,141424 (2002 CD),20.65,False,0.1970402621,0.4405954204,1903-12-29,19.2372170937,68345285.11720826
2139211,139211 (2001 GN2),17.76,True,0.745684261,1.6674006973,1925-03-06,16.4307357907,19354212.358701892
2139359,139359 (2001 ME1),16.52,True,1.3199423904,2.9514809114,1915-10-14,19.1640677632,3881303.602457014
2140039,140039 (2001 SO73),18.08,True,0.6435095206,1.4389310323,1905-02-26,16.7082683103,12381893.46608802
2140288,140288 (2001 SN289),16.73,True,1.1982708007,2.6794149658,1927-03-14,31.9120452547,12788940.369284755
2141052,141052 (2001 XR1),17.46,False,0.8561600847,1.9144321491,1902-01-27,20.1773021521,15262011.214240067
2141053,141053 (2001 XT1),18.86,True,0.4493191996,1.004708274,1911-01-12,11.9861081588,10847891.146354806
2141079,141079 (2001 XS30),17.76,False,0.745684261,1.6674006973,,,
2138947,138947 (2001 BA40),18.82,False,0.4576726672,1.0233871954,1904-04-15,9.6540704635,31724615.12263649
2139047,139047 (2001 EB16),17.41,False,0.876102615,1.9590250023,1935-02-17,25.1157141932,24331997.124712996
2139056,139056 (2001 FY),19.18,False,0.3877528304,0.8670416872,1900-05-20,1.5785500345,46579200.71171213
2139622,139622 (2001 QQ142),18.46,True,0.5402004935,1.207925025,1901-08-11,6.5140438141,72768599.41034457
2140928,140928 (2001 VG75),18.29,False,0.5841911542,1.3062911326,,,
2138911,138911 (2001 AE2),19.44,False,0.3439972547,0.7692012455,,,
2138925,138925 (2001 AU43),15.95,False,1.7161489408,3.8374256911,,,
2138937,138937 (2001 BK16),17.8,False,0.7320739893,1.6369672047,1923-04-17,24.677399219,16608523.361250352
2139289,139289 (2001 KR1),17.8,False,0.7320739893,1.6369672047,1905-05-26,41.9982433988,20726001.923167992
2139345,139345 (2001 KA67),16.74,False,1.1927652464,2.6671041722,1904-04-13,15.6594580308,70130244.14697702
2140333,140333 (2001 TD2),19.24,False,0.3771854893,0.8434123941,1900-09-08,21.1617294109,39271503.66506964
2141354,141354 (2002 AJ29),17.36,False,0.8965096664,2.0046565566,1915-04-06,8.4342875252,20152931.767598655
2141525,141525 (2002 FV5),18.07,True,0.6464798256,1.4455728362,1900-05-03,21.877077822,43560568.96430604
2141531,141531 (2002 GB),19.15,False,0.3931470096,0.8791034386,1913-03-31,28.5254664572,72113347.14129819
2141593,141593 (2002 HK12),18.32,True,0.5761757511,1.2883681464,1914-09-17,12.7198346959,13614646.770176124
2141484,141484 (2002 DB4),16.32,False,1.4472880513,3.2362344656,1901-12-21,16.4387564728,29271133.31092918
2141495,141495 (2002 EZ11),18.46,True,0.5402004935,1.207925025,1902-02-05,33.714802229,2599313.660048569
2141498,141498 (2002 EZ16),18.5,False,0.5303407233,1.1858779086,1910-11-30,22.5601860235,28289731.670213204
2141527,141527 (2002 FG7),18.94,True,0.4330668855,0.9683669947,1907-03-05,15.3521843421,21961994.45497542
2141432,141432 (2002 CQ11),20.06,True,0.2585562121,0.5781492662,1905-01-12,10.0845533751,15479412.882678015
2141447,141447 (2002 CW59),17.16,False,0.9830033019,2.1980622051,1926-11-12,7.0935675447,221707839.50562954
2141526,141526 (2002 FA6),20.2,False,0.2424124811,0.5420507863,1900-04-13,19.1623232547,68608214.69829202
2141614,141614 (2002 JV15),19.52,True,0.3315545381,0.7413784854,1901-03-14,8.1447870997,18617201.4129495
2142561,142561 (2002 TX68),18.2,False,0.6089126221,1.3615700154,1908-09-16,9.3889666692,9346845.117704296
2142563,142563 (2002 TR69),17.21,False,0.9606274149,2.1480282008,1905-03-07,11.5916297232,21070785.25040415
2143381,143381 (2003 BC21),16.21,False,1.5224918504,3.4043952726,1900-03-27,2.1860303431,252658090.73995122
2143404,143404 (2003 BD44),16.95,True,1.0828167784,2.4212519237,1901-09-11,21.5263546454,29406159.869677994
2143409,143409 (2003 BQ46),17.89,False,0.7023522477,1.57050737,,,
2144411,144411 (2004 EW9),16.54,False,1.3078410858,2.9244215717,1927-09-03,12.6447144231,18686052.052402344
2152560,152560 (1991 BN),19.23,True,0.3789264984,0.8473054089,1905-08-03,7.6516206238,16474659.447227603
2152563,152563 (1992 BF),19.71,False,0.3037770614,0.6792661593,1900-12-02,22.8036774311,71870960.3696424
2142040,142040 (2002 QE15),16.25,False,1.4947032424,3.3422580561,1931-11-08,16.2194963845,20094546.262101445
2142781,142781 (2002 UM11),16.14,False,1.5723708236,3.5159280475,,,
2143487,143487 (2003 CR20),18.94,True,0.4330668855,0.9683669947,1904-03-12,23.730147597,7343327.459490588
2143624,143624 (2003 HM16),15.9,False,1.7561231848,3.9268108181,1948-03-29,25.4755620341,16333331.003406102
2145656,145656 (4788 P-L),16.43,False,1.3757989593,3.0763799964,1906-08-23,3.4935038819,201651995.25968218
2141851,141851 (2002 PM6),17.81,True,0.7287104149,1.6294460236,1906-08-05,33.1376899734,12653978.302177696
2141874,141874 (2002 PO34),17.83,False,0.7220295577,1.6145071727,1946-05-03,8.9467804902,14343895.890282715
2142348,142348 (2002 RX211),18.33,False,0.573528464,1.2824486324,1919-12-11,10.0888534839,41071309.72992378
2142464,142464 (2002 TC9),18.34,False,0.57089334,1.2765563162,1910-04-06,8.6733530301,12968686.982261809
2142555,142555 (2002 TB58),16.39,False,1.4013769717,3.1335741707,1938-12-15,12.9788873131,61828990.07916894
2143643,143643 (2003 NP7),18.31,False,0.5788352575,1.2943149835,,,
2143649,143649 (2003 QQ47),17.39,True,0.8842090927,1.9771516375,1900-09-27,29.5346894951,28377148.332839843
2143651,143651 (2003 QO104),16.1,True,1.6016033798,3.5812940302,1912-06-10,10.747116222,15377908.394156244
2143678,143678 (2003 SA224),16.39,False,1.4013769717,3.1335741707,1917-03-09,8.1634929904,22950550.49414585
2143947,143947 (2003 YQ117),15.36,False,2.2519304668,5.0354696043,1974-07-10,19.5156181358,17304824.777191978
2144900,144900 (2004 VG64),18.31,True,0.5788352575,1.2943149835,1905-10-26,31.4243578508,28578583.67492907
2144901,144901 (2004 WG1),17.55,False,0.821400526,1.8367074128,1903-04-15,16.8515047961,12148530.288352765
2152558,152558 (1990 SA),16.86,False,1.128638801,2.523713081,1902-03-03,19.4763732897,11974199.866259063
2141670,141670 (2002 JS100),16.85,False,1.133848361,2.5353620113,1908-12-10,2.8794092254,277225688.4131834
2141761,141761 (2002 MC),17.44,False,0.8640820365,1.9321461716,1903-08-15,10.1520883326,43379582.12514754
2141765,141765 (2002 MP3),16.29,False,1.4674218336,3.2812549716,1909-05-25,17.0320397122,10859820.873377318
2143527,143527 (2003 EN16),18.64,False,0.4972273129,1.1118340719,2016-01-09,10.7972193616,14342743.418211808
2143637,143637 (2003 LP6),16.58,False,1.2839702958,2.8710448625,1918-03-10,47.9023670834,14856453.797195774
2143992,143992 (2004 AF),16.16,True,1.5579552413,3.4836938254,1909-08-03,21.5559118283,20489938.48891945
2144332,144332 (2004 DV24),16.61,True,1.2663535629,2.8316526503,1906-09-17,29.9329913835,14955246.061374659
2144861,144861 (2004 LA12),15.32,False,2.29379698,5.1290859738,1901-03-22,31.7607840837,13628365.627884686
2144898,144898 (2004 VD17),18.89,True,0.4431543091,0.9909231597,1904-11-01,15.5708591385,13198405.252773874
2144922,144922 (2005 CK38),17.36,False,0.8965096664,2.0046565566,1988-02-27,1.7129172664,297550682.6243676
2152561,152561 (1991 RB),19.1,True,0.4023045798,0.8995803882,1905-12-04,12.6495292218,54939353.61514854
2152637,152637 (1997 NC1),17.87,True,0.708851033,1.5850390958,1902-01-10,10.5044193676,9024539.902660945
2152667,152667 (1998 FR11),16.43,False,1.3757989593,3.0763799964,1931-02-17,9.7138809688,211449356.6666987
2152742,152742 (1998 XE12),19.1,False,0.4023045798,0.8995803882,1900-11-22,26.379523543,26529545.509164117
2152754,152754 (1999 GS6),19.22,True,0.3806755436,0.8512163929,1900-02-09,10.566623338,12922089.908598894
2152942,152942 (2000 FN10),16.74,False,1.1927652464,2.6671041722,1919-04-10,15.9303558147,28368938.566291902
2152564,152564 (1992 HF),19.63,False,0.3151773333,0.7047579421,1900-10-04,17.3223479849,54977593.80771815
2152664,152664 (1998 FW4),19.7,True,0.3051792326,0.6824015094,1909-06-10,15.094884298,11760307.554414297
2152679,152679 (1998 KU2),16.54,False,1.3078410858,2.9244215717,1907-08-15,7.8990640571,11870800.795512674
2152680,152680 (1998 KJ9),19.49,True,0.3361669212,0.7516920875,1900-06-14,17.9239096164,19962759.09562961
2152685,152685 (1998 MZ),19.33,True,0.3618719966,0.8091703835,1907-07-30,16.7466880719,2339871.010837279
2152770,152770 (1999 RR28),18.41,True,0.5527833794,1.2360612132,1904-10-15,16.5524183138,11573531.322566155
2152787,152787 (1999 TB10),18.63,False,0.4995224099,1.1169660648,1911-03-18,10.9269446341,25851149.806357894
2152828,152828 (1999 VT25),21.26,True,0.1487835705,0.3326901775,1908-10-24,20.0628460843,16281879.329263818
2152895,152895 (2000 CQ101),18.17,False,0.6173834405,1.3805113411,1905-04-02,2.3750521505,270955991.43155885
2152671,152671 (1998 HL3),20.24,True,0.2379879547,0.5321572445,1901-05-18,22.6694126777,58127161.19556025
2152756,152756 (1999 JV3),18.98,False,0.425162524,0.9506923052,1901-10-26,11.7008185974,15867612.65334344
2152889,152889 (2000 CF59),16.53,False,1.313877806,2.9379200884,1930-02-05,33.146467205,16409161.655076344
2152931,152931 (2000 EA107),16.3,False,1.4606796427,3.2661789745,1901-01-18,21.3089218581,8448480.497413054
2152941,152941 (2000 FM10),17.61,False,0.7990150812,1.7866520367,1921-09-12,21.7359412584,14328782.73554639
2152575,152575 (1994 GY),17.07,False,1.0246014747,2.2910785472,1916-12-03,4.6642994779,161209341.6910847
2152952,152952 (2000 GC2),17.57,False,0.8138698807,1.819868378,2163-08-19,24.4342075095,14763487.77166191
2152964,152964 (2000 GP82),17.8,False,0.7320739893,1.6369672047,1924-02-02,11.6857111193,13685092.048124235
2153311,153311 (2001 MG1),17.4,True,0.8801465209,1.9680674509,1901-09-30,18.572710167,64895152.331107594
2153814,153814 (2001 WN5),18.28,True,0.586887658,1.3123206985,1916-10-02,11.1382174551,7625252.933227586
2153842,153842 (2001 XT30),16.7,False,1.214940408,2.7166893409,1921-08-22,3.6707612296,182987694.2439049
2152978,152978 (2000 GJ147),19.58,True,0.3225187565,0.7211738634,1901-05-23,13.7743009648,16042553.464666316
2153201,153201 (2000 WO107),19.3,True,0.3669061375,0.8204270649,1900-11-09,37.7891512682,11611598.594957836
2153219,153219 (2000 YM29),18.54,False,0.5206609142,1.1642331974,,,
2153220,153220 (2000 YN29),17.43,True,0.8680704579,1.9410645532,1904-09-15,5.5525554704,110127375.1228412
2153243,153243 (2001 AU47),17.5,False,0.8405334021,1.8794898244,1903-01-05,29.0565499993,16586224.452346023
2153267,153267 (2001 CB32),17.8,False,0.7320739893,1.6369672047,1910-07-13,11.8452547213,9766044.184996445
2153271,153271 (2001 CL42),17.41,False,0.876102615,1.9590250023,2005-04-22,14.6769316491,29825401.03381076
2153306,153306 (2001 JL1),16.8,False,1.1602590821,2.5944181791,,,
2153349,153349 (2001 PJ9),18.65,False,0.4949427609,1.1067256584,1904-10-05,13.8548267426,15706611.850260345
2153953,153953 (2002 AD9),16.81,False,1.1549281758,2.5824979103,1912-03-02,33.0266984718,7938790.546225551
2153957,153957 (2002 AB29),17.76,False,0.745684261,1.6674006973,1937-09-20,33.8125611418,16258357.113697138
2153195,153195 (2000 WB1),17.51,False,0.8366715019,1.8708543531,1901-04-11,28.2445847604,17730403.909403674
2153315,153315 (2001 NH6),19.55,False,0.3270054393,0.7312063912,1900-02-04,29.8587558771,51782276.36935308
2153460,153460 (2001 RN),19.71,False,0.3037770614,0.6792661593,1902-03-27,14.840814904,46502115.02367131
2153951,153951 (2002 AC3),18.75,False,0.4726666672,1.0569147985,,,
2153958,153958 (2002 AM31),18.35,True,0.5682703234,1.2706910727,1903-07-19,10.148197942,7259089.646882938
2153002,153002 (2000 JG5),18.28,True,0.586887658,1.3123206985,1907-02-25,38.963301092,21458203.342279248
